Sale_ID,Book_ID,Customer_ID,Quantity,Date
S01469,B082,C141,3,2025-08-27
S01470,B004,C058,5,2024-09-16
S01471,B091,C043,1,2024-05-24
S01472,B094,C011,5,2025-09-12
S01473,B049,C187,2,2025-08-28
S01474,B034,C123,3,2025-09-01
S01475,B060,C017,2,2025-04-18
S01476,B078,C008,2,2024-06-30
S01477,B052,C025,2,2024-10-29
S01478,B058,C154,2,2025-06-09
S01479,B079,C141,5,2025-12-09
S01480,B038,C187,3,2024-08-27
S01481,B021,C153,5,2025-12-01
S01482,B043,C086,5,2024-05-26
S01483,B076,C194,4,2024-04-19
S01484,B034,C127,4,2024-07-08
S01485,B033,C184,2,2024-03-02
S01486,B059,C077,2,2025-05-31
S01487,B008,C052,1,2024-10-21
S01488,B048,C101,2,2025-10-07
S01489,B080,C163,2,2024-02-11
S01490,B024,C025,5,2024-05-27
S01491,B033,C192,5,2025-06-16
S01492,B061,C090,1,2024-06-25
S01493,B058,C023,5,2024-01-20
S01494,B020,C019,5,2024-08-05
S01495,B081,C113,4,2024-02-20
S01496,B009,C062,2,2024-01-30
S01497,B039,C097,1,2025-03-09
S01498,B066,C062,5,2024-04-10
S01499,B060,C051,1,2025-12-11
S01500,B087,C011,3,2024-09-17
S01501,B044,C044,3,2025-04-22
S01502,B003,C117,5,2025-06-20
S01503,B076,C004,5,2025-03-06
S01504,B002,C144,4,2025-05-25
S01505,B025,C066,4,2025-07-16
S01506,B029,C025,5,2024-02-03
S01507,B033,C171,1,2024-03-26
S01508,B070,C115,1,2025-07-03
S01509,B080,C043,3,2025-05-09
S01510,B035,C196,3,2025-08-17
S01511,B033,C200,4,2025-12-26
S01512,B072,C060,2,2024-03-11
S01513,B051,C010,1,2025-06-24
S01514,B005,C180,2,2024-09-21
S01515,B033,C026,5,2025-03-07
S01516,B070,C017,3,2024-08-17
S01517,B048,C169,4,2025-11-19
S01518,B074,C197,5,2024-02-01
S01519,B020,C102,3,2025-01-01
S01520,B061,C005,5,2024-08-30
S01521,B041,C051,1,2024-03-25
S01522,B041,C124,3,2024-10-26
S01523,B087,C005,5,2024-02-27
S01524,B097,C153,1,2025-04-29
S01525,B053,C116,1,2024-09-10
S01526,B029,C194,4,2024-08-08
S01527,B054,C113,3,2025-09-10
S01528,B055,C162,3,2024-12-08
S01529,B016,C111,3,2025-06-08
S01530,B036,C097,3,2024-10-04
S01531,B001,C021,3,2024-02-22
S01532,B096,C133,5,2025-09-12
S01533,B020,C093,3,2024-01-10
S01534,B080,C141,2,2024-10-23
S01535,B025,C156,3,2024-06-01
S01536,B036,C040,2,2024-12-15
S01537,B062,C003,1,2024-03-15
S01538,B057,C023,2,2024-04-29
S01539,B041,C085,1,2024-07-29
S01540,B077,C176,2,2025-10-20
S01541,B059,C123,5,2024-06-11
S01542,B004,C154,1,2024-10-30
S01543,B081,C155,3,2024-04-14
S01544,B081,C112,3,2024-04-19
S01545,B077,C065,2,2025-03-07
S01546,B059,C034,1,2025-05-08
S01547,B076,C180,3,2024-06-19
S01548,B036,C046,2,2025-03-31
S01549,B001,C128,3,2025-10-24
S01550,B018,C020,4,2025-09-27
S01551,B017,C045,3,2024-05-04
S01552,B042,C126,5,2025-02-19
S01553,B062,C123,2,2025-06-25
S01554,B085,C002,3,2024-07-06
S01555,B080,C189,4,2024-08-06
S01556,B044,C150,2,2024-11-05
S01557,B046,C027,2,2025-12-14
S01558,B015,C136,1,2025-12-15
S01559,B051,C156,1,2024-03-29
S01560,B021,C012,4,2025-10-06
S01561,B088,C039,1,2025-03-20
S01562,B078,C069,3,2025-10-10
S01563,B082,C116,1,2025-04-25
S01564,B034,C123,3,2025-03-23
S01565,B056,C184,4,2024-06-16
S01566,B067,C011,1,2025-02-20
S01567,B023,C123,2,2024-03-14
S01568,B034,C072,1,2024-07-11
S01569,B013,C157,4,2025-08-16
S01570,B009,C166,2,2025-10-08
S01571,B031,C129,4,2024-03-01
S01572,B085,C034,5,2024-04-25
S01573,B010,C080,4,2025-03-22
S01574,B064,C146,1,2025-07-22
S01575,B029,C003,1,2024-05-08
S01576,B024,C006,3,2024-11-26
S01577,B059,C084,4,2024-03-04
S01578,B024,C016,3,2025-06-26
S01579,B005,C024,5,2024-10-07
S01580,B050,C127,4,2024-12-25
S01581,B082,C117,5,2024-06-10
S01582,B092,C111,5,2025-01-09
S01583,B011,C127,1,2025-02-09
S01584,B042,C023,2,2024-03-07
S01585,B072,C138,2,2025-06-23
S01586,B095,C190,4,2024-10-25
S01587,B031,C197,5,2025-06-30
S01588,B033,C063,5,2025-12-09
S01589,B022,C195,2,2025-10-25
S01590,B024,C092,2,2024-10-17
S01591,B082,C199,1,2025-12-10
S01592,B083,C057,4,2024-11-01
S01593,B017,C160,4,2025-05-23
S01594,B099,C089,2,2025-05-02
S01595,B091,C141,2,2024-12-19
S01596,B027,C149,3,2024-10-03
S01597,B095,C117,5,2025-08-26
S01598,B015,C117,5,2024-10-20
S01599,B049,C190,1,2024-04-24
S01600,B035,C172,2,2024-11-11
S01601,B048,C009,3,2024-12-28
S01602,B060,C197,3,2024-07-22
S01603,B034,C092,2,2025-06-30
S01604,B055,C044,1,2025-08-18
S01605,B024,C140,4,2025-03-25
S01606,B060,C185,2,2025-04-12
S01607,B038,C093,4,2024-10-06
S01608,B036,C083,2,2025-02-24
S01609,B085,C032,1,2025-06-05
S01610,B005,C169,2,2025-06-16
S01611,B080,C039,5,2025-09-17
S01612,B089,C175,4,2024-02-07
S01613,B020,C137,5,2025-07-31
S01614,B013,C109,2,2024-10-08
S01615,B061,C196,5,2024-03-13
S01616,B061,C067,5,2025-03-22
S01617,B060,C149,2,2024-08-06
S01618,B080,C082,4,2025-05-23
S01619,B027,C150,5,2025-07-22
S01620,B005,C066,4,2025-08-10
S01621,B098,C146,2,2025-03-22
S01622,B097,C094,5,2024-12-30
S01623,B022,C063,2,2024-03-27
S01624,B077,C088,5,2024-10-18
S01625,B035,C081,1,2024-11-14
S01626,B070,C142,1,2025-04-29
S01627,B014,C106,3,2024-02-18
S01628,B079,C057,3,2025-03-02
S01629,B030,C188,4,2025-08-04
S01630,B054,C149,2,2025-08-12
S01631,B004,C195,1,2024-04-17
S01632,B022,C129,1,2024-12-31
S01633,B054,C149,5,2025-11-30
S01634,B036,C111,1,2024-07-08
S01635,B051,C172,4,2024-09-11
S01636,B007,C087,4,2024-05-20
S01637,B010,C152,1,2024-10-25
S01638,B089,C099,4,2025-08-13
S01639,B086,C138,4,2025-10-06
S01640,B002,C126,4,2025-05-20
S01641,B050,C049,1,2025-05-19
S01642,B075,C133,4,2025-11-18
S01643,B010,C172,1,2025-09-13
S01644,B038,C109,3,2024-04-28
S01645,B037,C136,3,2024-04-12
S01646,B092,C160,1,2024-02-15
S01647,B087,C161,2,2024-04-10
S01648,B051,C075,3,2025-04-30
S01649,B038,C087,2,2024-12-27
S01650,B027,C130,1,2024-06-20
S01651,B020,C079,4,2024-01-14
S01652,B070,C005,1,2024-08-21
S01653,B060,C192,1,2025-11-25
S01654,B092,C176,5,2024-09-25
S01655,B020,C007,1,2025-10-29
S01656,B097,C118,1,2025-05-31
S01657,B003,C038,5,2025-03-15
S01658,B014,C045,1,2025-05-21
S01659,B029,C163,4,2025-10-28
S01660,B011,C169,1,2024-11-12
S01661,B028,C075,1,2025-01-14
S01662,B078,C007,2,2024-02-23
S01663,B014,C155,4,2024-10-13
S01664,B055,C122,1,2025-04-30
S01665,B060,C148,4,2025-08-17
S01666,B089,C182,5,2024-08-29
S01667,B034,C168,2,2025-11-06
S01668,B013,C043,5,2024-09-15
S01669,B030,C066,3,2024-04-14
S01670,B052,C122,1,2025-02-18
S01671,B057,C045,5,2024-02-18
S01672,B068,C134,3,2025-03-27
S01673,B061,C069,1,2024-04-06
S01674,B071,C108,2,2025-08-06
S01675,B001,C179,2,2024-10-13
S01676,B070,C114,5,2024-04-01
S01677,B035,C194,5,2025-11-09
S01678,B011,C066,1,2024-08-01
S01679,B020,C161,1,2025-04-08
S01680,B045,C056,3,2024-11-24
S01681,B031,C156,3,2024-07-14
S01682,B070,C174,3,2025-10-07
S01683,B005,C044,3,2025-06-30
S01684,B065,C086,2,2025-04-16
S01685,B044,C127,1,2025-11-23
S01686,B075,C015,3,2024-03-23
S01687,B012,C051,2,2024-08-07
S01688,B003,C058,5,2024-12-26
S01689,B055,C098,4,2025-11-07
S01690,B075,C055,2,2025-06-24
S01691,B040,C002,5,2025-08-22
S01692,B049,C178,2,2025-11-11
S01693,B033,C051,3,2025-04-24
S01694,B021,C178,1,2024-01-10
S01695,B086,C040,4,2025-04-02
S01696,B041,C058,2,2024-06-29
S01697,B026,C075,2,2024-10-01
S01698,B092,C185,2,2024-09-25
S01699,B096,C072,5,2024-04-15
S01700,B005,C012,3,2024-12-22
S01701,B056,C036,1,2024-07-19
S01702,B044,C041,2,2025-11-10
S01703,B080,C025,5,2024-01-16
S01704,B091,C197,4,2025-05-17
S01705,B045,C093,1,2024-07-19
S01706,B096,C011,5,2025-03-28
S01707,B075,C055,3,2024-02-09
S01708,B016,C066,4,2025-06-30
S01709,B094,C017,5,2024-08-07
S01710,B085,C045,3,2024-04-04
S01711,B020,C090,4,2024-03-09
S01712,B018,C017,4,2024-05-28
S01713,B036,C055,2,2024-10-31
S01714,B075,C110,4,2024-06-21
S01715,B002,C080,1,2025-10-23
S01716,B081,C113,1,2024-06-12
S01717,B060,C080,1,2024-11-25
S01718,B035,C176,3,2024-11-16
S01719,B017,C076,5,2024-01-09
S01720,B044,C022,1,2024-02-11
S01721,B099,C114,5,2024-06-04
S01722,B076,C124,4,2024-03-12
S01723,B055,C046,3,2025-12-17
S01724,B044,C044,3,2024-10-15
S01725,B092,C107,4,2024-10-30
S01726,B039,C170,2,2024-06-08
S01727,B009,C033,1,2025-07-13
S01728,B085,C194,4,2025-09-29
S01729,B077,C148,2,2024-04-12
S01730,B076,C065,4,2024-08-30
S01731,B096,C126,4,2025-10-24
S01732,B013,C021,5,2025-01-11
S01733,B064,C016,5,2024-07-13
S01734,B001,C083,4,2025-05-16
S01735,B045,C039,5,2025-11-20
S01736,B095,C152,4,2025-11-23
S01737,B051,C131,4,2025-01-23
S01738,B062,C002,2,2025-11-28
S01739,B045,C032,3,2024-09-29
S01740,B093,C099,1,2024-04-22
S01741,B054,C040,2,2024-04-14
S01742,B010,C096,4,2025-03-02
S01743,B012,C098,5,2025-10-11
S01744,B031,C200,2,2025-03-07
S01745,B033,C116,5,2024-04-17
S01746,B091,C086,3,2024-04-30
S01747,B026,C170,2,2024-03-22
S01748,B008,C009,5,2025-03-17
S01749,B012,C050,5,2025-06-09
S01750,B051,C054,1,2025-02-08
S01751,B035,C157,5,2024-07-21
S01752,B053,C053,5,2025-11-10
S01753,B095,C112,4,2025-02-05
S01754,B073,C138,5,2024-05-20
S01755,B092,C118,2,2024-07-30
S01756,B073,C199,1,2024-10-13
S01757,B007,C014,4,2025-08-17
S01758,B046,C091,3,2025-11-15
S01759,B032,C029,3,2024-08-07
S01760,B083,C143,2,2024-11-20
S01761,B025,C072,3,2025-02-27
S01762,B086,C136,5,2024-05-31
S01763,B033,C025,1,2024-06-26
S01764,B053,C078,3,2024-11-23
S01765,B070,C154,1,2024-06-05
S01766,B039,C102,4,2024-08-14
S01767,B052,C179,5,2024-06-16
S01768,B059,C019,1,2025-01-02
S01769,B036,C045,1,2024-08-11
S01770,B057,C030,4,2025-08-27
S01771,B067,C061,5,2024-06-18
S01772,B074,C053,1,2025-11-18
S01773,B011,C089,3,2024-05-30
S01774,B040,C100,3,2024-10-14
S01775,B031,C025,5,2025-10-11
S01776,B035,C036,5,2025-09-16
S01777,B048,C084,4,2025-01-09
S01778,B077,C115,1,2025-08-25
S01779,B090,C136,5,2025-11-13
S01780,B033,C011,3,2024-07-28
S01781,B097,C139,3,2025-02-28
S01782,B004,C041,4,2024-09-23
S01783,B077,C107,1,2024-05-14
S01784,B075,C158,2,2024-06-01
S01785,B007,C096,1,2024-05-09
S01786,B003,C012,4,2025-01-17
S01787,B036,C152,2,2025-06-09
S01788,B024,C080,5,2024-01-01
S01789,B083,C099,4,2024-05-02
S01790,B068,C194,2,2025-10-04
S01791,B096,C172,4,2025-06-02
S01792,B082,C080,2,2024-02-06
S01793,B098,C048,1,2025-09-14
S01794,B035,C048,5,2024-04-24
S01795,B004,C125,1,2025-10-18
S01796,B097,C111,4,2024-08-15
S01797,B098,C121,2,2025-09-03
S01798,B064,C109,3,2024-03-10
S01799,B083,C188,1,2024-01-31
S01800,B052,C117,3,2025-08-12
S01801,B096,C112,5,2024-10-27
S01802,B001,C096,3,2024-09-07
S01803,B002,C122,2,2024-11-10
S01804,B096,C139,3,2025-06-10
S01805,B056,C131,4,2024-08-23
S01806,B082,C122,4,2024-09-29
S01807,B043,C077,2,2025-05-10
S01808,B091,C023,4,2025-04-21
S01809,B097,C054,1,2024-02-09
S01810,B095,C015,5,2025-10-30
S01811,B097,C028,4,2025-08-30
S01812,B038,C195,3,2024-11-07
S01813,B058,C079,5,2024-07-04
S01814,B037,C102,5,2025-07-15
S01815,B007,C003,5,2024-12-25
S01816,B061,C147,4,2025-01-28
S01817,B032,C006,4,2025-04-12
S01818,B094,C015,1,2025-02-09
S01819,B012,C143,4,2025-03-06
S01820,B048,C024,2,2025-08-09
S01821,B044,C193,4,2024-03-23
S01822,B085,C146,3,2025-02-16
S01823,B055,C044,1,2024-07-02
S01824,B011,C053,2,2024-09-02
S01825,B089,C162,3,2024-02-14
S01826,B011,C133,3,2025-11-23
S01827,B027,C017,1,2025-04-15
S01828,B056,C066,1,2025-12-29
S01829,B072,C011,2,2025-12-19
S01830,B072,C039,3,2025-11-16
S01831,B040,C096,1,2025-07-12
S01832,B028,C037,4,2025-12-07
S01833,B068,C188,3,2025-07-26
S01834,B030,C076,1,2025-03-02
S01835,B069,C111,5,2024-07-11
S01836,B084,C129,2,2025-10-29
S01837,B071,C118,4,2025-10-08
S01838,B002,C067,5,2025-08-31
S01839,B025,C065,2,2025-08-14
S01840,B071,C083,5,2025-09-30
S01841,B041,C014,5,2025-03-31
S01842,B021,C078,1,2025-11-06
S01843,B051,C126,1,2024-02-21
S01844,B054,C078,1,2025-11-22
S01845,B017,C084,1,2024-06-23
S01846,B044,C123,1,2024-01-08
S01847,B050,C012,1,2024-02-29
S01848,B005,C069,1,2025-06-19
S01849,B034,C086,4,2025-02-20
S01850,B049,C157,3,2025-12-01
S01851,B033,C121,4,2024-08-01
S01852,B043,C014,1,2025-01-08
S01853,B097,C133,2,2024-03-18
S01854,B064,C130,1,2024-04-09
S01855,B014,C065,5,2024-11-28
S01856,B040,C037,3,2024-09-09
S01857,B083,C043,1,2025-11-01
S01858,B016,C086,2,2024-06-11
S01859,B084,C098,1,2025-01-11
S01860,B044,C155,5,2024-04-22
S01861,B014,C191,3,2025-11-08
S01862,B074,C081,5,2025-11-23
S01863,B058,C104,5,2024-01-22
S01864,B003,C069,5,2025-01-02
S01865,B027,C009,2,2025-07-29
S01866,B055,C044,3,2024-01-15
S01867,B037,C014,5,2025-03-15
S01868,B049,C058,4,2024-02-06
S01869,B091,C063,1,2024-09-30
S01870,B063,C083,5,2024-12-17
S01871,B084,C044,2,2025-02-09
S01872,B047,C087,2,2025-07-22
S01873,B096,C180,1,2025-12-15
S01874,B098,C017,2,2025-05-26
S01875,B069,C008,1,2025-11-22
S01876,B049,C131,5,2024-12-12
S01877,B069,C048,5,2025-08-25
S01878,B075,C192,2,2025-08-11
S01879,B017,C005,5,2025-10-07
S01880,B005,C039,5,2024-01-19
S01881,B060,C146,5,2024-06-24
S01882,B013,C193,4,2024-06-04
S01883,B001,C194,4,2024-09-16
S01884,B052,C136,2,2024-01-30
S01885,B036,C159,1,2025-09-27
S01886,B016,C177,5,2024-02-26
S01887,B031,C125,2,2024-10-07
S01888,B044,C174,3,2025-11-20
S01889,B031,C079,5,2024-07-11
S01890,B046,C029,2,2024-01-22
S01891,B094,C158,2,2025-04-26
S01892,B018,C181,1,2025-02-24
S01893,B074,C010,1,2025-12-10
S01894,B079,C083,5,2024-11-11
S01895,B035,C040,1,2024-05-27
S01896,B019,C041,1,2024-05-29
S01897,B046,C140,2,2024-08-26
S01898,B046,C146,1,2025-08-25
S01899,B072,C067,5,2024-12-30
S01900,B088,C071,1,2024-12-28
S01901,B061,C040,1,2024-10-26
S01902,B078,C193,5,2024-04-01
S01903,B096,C093,2,2024-10-29
S01904,B065,C013,5,2025-03-20
S01905,B017,C177,2,2025-12-29
S01906,B074,C164,3,2024-08-18
S01907,B040,C105,4,2025-11-23
S01908,B019,C170,5,2025-10-26
S01909,B041,C039,1,2024-06-13
S01910,B040,C144,3,2024-05-22
S01911,B096,C140,3,2024-12-01
S01912,B091,C197,3,2025-01-06
S01913,B025,C121,4,2025-10-28
S01914,B096,C138,2,2025-06-12
S01915,B038,C050,3,2025-02-11
S01916,B034,C042,4,2024-04-24
S01917,B022,C155,5,2025-05-12
S01918,B017,C016,2,2024-11-05
S01919,B039,C188,3,2024-08-08
S01920,B029,C163,2,2024-09-09
S01921,B074,C154,5,2024-11-24
S01922,B093,C068,5,2024-03-03
S01923,B078,C074,3,2024-09-12
S01924,B026,C187,4,2025-08-26
S01925,B072,C040,5,2025-07-09
S01926,B028,C043,5,2024-07-10
S01927,B063,C040,4,2025-10-08
S01928,B015,C095,4,2024-04-28
S01929,B067,C065,5,2024-09-18
S01930,B003,C055,4,2024-04-12
S01931,B026,C088,5,2024-06-30
S01932,B045,C014,5,2024-02-12
S01933,B006,C052,5,2024-03-03
S01934,B092,C039,1,2025-07-21
S01935,B083,C154,1,2024-06-14
S01936,B007,C086,4,2025-02-26
S01937,B042,C157,3,2025-01-26
S01938,B039,C184,3,2025-02-07
S01939,B085,C032,2,2025-02-01
S01940,B081,C043,2,2025-05-13
S01941,B035,C052,2,2024-04-24
S01942,B089,C008,4,2024-12-04
S01943,B032,C161,4,2025-08-29
S01944,B025,C004,5,2024-02-13
S01945,B097,C145,5,2024-09-18
S01946,B014,C004,2,2025-04-16
S01947,B033,C070,3,2025-11-29
S01948,B044,C080,1,2024-04-01
S01949,B032,C081,1,2024-07-27
S01950,B070,C165,4,2024-03-28
S01951,B097,C068,2,2025-12-17
S01952,B085,C186,4,2025-06-30
S01953,B086,C171,2,2025-03-16
S01954,B043,C151,4,2024-05-22
S01955,B031,C150,4,2025-02-18
S01956,B024,C025,1,2025-04-13
S01957,B046,C034,2,2024-09-19
S01958,B078,C121,3,2025-11-19
S01959,B037,C173,5,2024-12-26
S01960,B081,C126,3,2024-05-01
S01961,B027,C090,5,2025-06-29
S01962,B038,C026,3,2024-08-25
S01963,B034,C153,4,2025-09-05
S01964,B016,C099,4,2025-12-09
S01965,B097,C198,5,2025-08-03
S01966,B081,C183,3,2025-03-08
S01967,B028,C111,4,2024-08-26
S01968,B061,C014,2,2024-03-21
S01969,B086,C176,2,2025-06-07
S01970,B038,C084,1,2025-01-29
S01971,B032,C172,3,2025-01-10
S01972,B028,C119,4,2025-08-03
S01973,B012,C104,5,2025-04-19
S01974,B053,C154,2,2025-09-07
S01975,B033,C074,1,2025-05-19
S01976,B039,C122,5,2024-01-23
S01977,B020,C073,2,2024-04-08
S01978,B065,C112,2,2025-02-24
S01979,B018,C097,2,2025-12-28
S01980,B091,C091,1,2025-06-21
S01981,B065,C034,1,2025-04-09
S01982,B080,C187,4,2024-03-28
S01983,B064,C120,1,2024-03-26
S01984,B060,C071,3,2024-02-02
S01985,B081,C056,3,2025-10-17
S01986,B066,C001,3,2025-07-24
S01987,B008,C100,2,2024-07-11
S01988,B033,C093,5,2024-06-07
S01989,B092,C061,2,2024-04-30
S01990,B039,C127,3,2024-09-25
S01991,B069,C119,3,2025-01-25
S01992,B067,C124,3,2025-01-24
S01993,B023,C026,5,2024-11-28
S01994,B016,C185,4,2025-03-07
S01995,B001,C019,2,2025-04-14
S01996,B048,C121,1,2024-08-31
S01997,B080,C049,3,2024-04-30
S01998,B091,C150,1,2025-01-28
S01999,B011,C122,1,2024-03-15
S02000,B064,C168,2,2025-08-08
S02001,B001,C148,3,2025-01-31
S02002,B022,C030,1,2025-12-18
S02003,B013,C005,3,2025-04-09
S02004,B059,C002,4,2025-05-16
S02005,B068,C073,1,2025-10-20
S02006,B100,C160,4,2025-04-04
S02007,B070,C037,2,2025-01-14
S02008,B046,C117,2,2025-11-04
S02009,B021,C111,3,2024-06-11
S02010,B013,C005,5,2024-04-09
S02011,B039,C100,3,2024-01-29
S02012,B046,C121,2,2025-05-15
S02013,B029,C112,3,2025-02-15
S02014,B029,C149,2,2024-07-31
S02015,B096,C117,4,2024-03-30
S02016,B056,C019,3,2024-04-17
S02017,B091,C135,3,2025-12-24
S02018,B048,C141,4,2025-12-06
S02019,B045,C006,4,2024-07-31
S02020,B016,C184,3,2024-10-30
S02021,B018,C090,5,2024-06-10
S02022,B052,C108,4,2024-11-28
S02023,B073,C198,5,2025-08-04
S02024,B043,C055,3,2024-04-25
S02025,B087,C085,1,2024-11-24
S02026,B065,C117,2,2025-07-10
S02027,B086,C133,2,2024-09-29
S02028,B088,C111,1,2025-01-26
S02029,B084,C065,2,2025-02-02
S02030,B023,C174,1,2025-03-07
S02031,B043,C117,5,2025-02-22
S02032,B052,C125,5,2024-01-11
S02033,B065,C091,5,2024-12-16
S02034,B005,C067,1,2025-03-30
S02035,B002,C029,5,2025-10-06
S02036,B059,C034,2,2024-07-22
S02037,B080,C168,3,2024-09-11
S02038,B065,C093,5,2025-09-24
S02039,B026,C037,3,2024-02-11
S02040,B088,C008,2,2025-05-15
S02041,B089,C092,5,2025-08-07
S02042,B009,C164,3,2024-08-18
S02043,B050,C134,5,2024-03-21
S02044,B027,C080,1,2025-03-22
S02045,B079,C068,2,2025-07-11
S02046,B079,C032,2,2024-09-06
S02047,B061,C047,4,2025-12-02
S02048,B081,C071,4,2025-09-10
S02049,B080,C180,5,2024-10-26
S02050,B083,C125,3,2025-09-25
S02051,B008,C082,3,2025-09-08
S02052,B077,C166,5,2024-09-23
S02053,B019,C067,5,2025-07-26
S02054,B094,C158,1,2025-07-31
S02055,B088,C151,3,2025-04-12
S02056,B038,C137,5,2024-01-16
S02057,B025,C015,4,2025-10-02
S02058,B066,C169,2,2024-12-31
S02059,B078,C187,4,2025-05-20
S02060,B015,C015,3,2025-08-05
S02061,B014,C080,3,2025-10-17
S02062,B044,C146,5,2025-05-07
S02063,B089,C033,2,2025-11-14
S02064,B082,C031,3,2025-03-24
S02065,B006,C138,2,2024-03-23
S02066,B091,C026,2,2025-08-02
S02067,B059,C039,1,2024-05-26
S02068,B023,C034,1,2025-04-24
S02069,B027,C072,1,2024-08-11
S02070,B007,C109,4,2024-07-11
S02071,B027,C138,4,2024-05-28
S02072,B082,C003,2,2025-08-17
S02073,B059,C020,3,2025-06-21
S02074,B061,C173,2,2024-08-29
S02075,B081,C034,1,2024-06-18
S02076,B085,C112,3,2024-09-07
S02077,B026,C117,3,2025-09-07
S02078,B018,C119,5,2025-05-20
S02079,B029,C038,5,2025-02-24
S02080,B043,C171,4,2025-01-31
S02081,B100,C172,4,2025-04-26
S02082,B027,C184,2,2024-03-17
S02083,B090,C068,4,2024-11-21
S02084,B056,C100,2,2025-03-30
S02085,B013,C177,3,2024-10-09
S02086,B070,C105,3,2024-02-19
S02087,B043,C129,4,2024-01-27
S02088,B083,C120,1,2025-09-28
S02089,B003,C100,2,2025-08-04
S02090,B078,C192,2,2024-12-09
S02091,B002,C009,5,2025-07-31
S02092,B073,C126,1,2024-01-06
S02093,B044,C070,4,2025-06-10
S02094,B089,C020,4,2025-08-12
S02095,B053,C064,3,2025-04-11
S02096,B048,C081,2,2025-03-14
S02097,B066,C193,1,2024-05-02
S02098,B068,C139,4,2024-09-07
S02099,B044,C046,3,2024-08-09
S02100,B077,C186,5,2025-04-06
S02101,B040,C086,4,2024-04-02
S02102,B019,C086,2,2025-03-12
S02103,B095,C181,2,2025-01-08
S02104,B035,C150,5,2024-10-06
S02105,B077,C139,4,2025-07-23
S02106,B040,C195,1,2024-02-09
S02107,B072,C034,2,2024-03-13
S02108,B080,C108,5,2024-06-18
S02109,B045,C150,3,2024-09-24
S02110,B033,C124,1,2025-04-04
S02111,B051,C141,3,2024-06-28
S02112,B082,C160,4,2024-03-23
S02113,B076,C125,5,2024-01-16
S02114,B077,C040,2,2024-09-03
S02115,B025,C068,2,2025-01-08
S02116,B005,C081,1,2024-05-28
S02117,B089,C014,1,2024-01-23
S02118,B045,C080,2,2024-10-28
S02119,B015,C099,5,2025-10-02
S02120,B025,C183,5,2024-08-20
S02121,B083,C014,3,2025-11-15
S02122,B009,C191,4,2025-08-08
S02123,B064,C043,1,2024-07-14
S02124,B051,C024,4,2024-12-30
S02125,B071,C042,1,2025-08-30
S02126,B024,C103,1,2024-11-16
S02127,B087,C191,3,2025-12-06
S02128,B092,C028,5,2025-07-24
S02129,B089,C137,2,2024-12-03
S02130,B072,C121,3,2025-11-27
S02131,B095,C159,5,2024-03-31
S02132,B087,C084,5,2025-10-31
S02133,B098,C127,3,2025-10-10
S02134,B099,C196,4,2025-08-29
S02135,B024,C088,5,2024-06-29
S02136,B030,C161,5,2024-01-01
S02137,B034,C089,4,2025-04-16
S02138,B098,C109,5,2024-08-11
S02139,B039,C171,2,2024-06-22
S02140,B062,C051,2,2024-02-25
S02141,B059,C106,5,2025-04-30
S02142,B005,C117,5,2024-07-04
S02143,B068,C025,5,2025-06-03
S02144,B003,C180,5,2025-04-16
S02145,B066,C029,4,2024-12-18
S02146,B027,C177,5,2024-01-20
S02147,B020,C121,2,2024-06-22
S02148,B035,C054,4,2025-03-29
S02149,B020,C098,3,2024-10-05
S02150,B082,C154,1,2024-11-19
S02151,B094,C132,3,2024-12-24
S02152,B072,C079,2,2024-04-04
S02153,B078,C047,5,2025-05-28
S02154,B031,C149,2,2024-08-12
S02155,B047,C181,5,2025-10-29
S02156,B012,C170,2,2024-06-10
S02157,B051,C049,2,2024-03-24
S02158,B099,C033,3,2024-04-02
S02159,B091,C133,3,2024-01-03
S02160,B048,C138,4,2025-07-24
S02161,B065,C181,1,2024-01-31
S02162,B006,C105,1,2025-12-05
S02163,B092,C042,5,2024-02-11
S02164,B045,C042,5,2024-06-15
S02165,B004,C054,2,2025-08-19
S02166,B038,C135,4,2025-07-23
S02167,B022,C157,5,2024-05-06
S02168,B023,C092,3,2025-10-16
S02169,B085,C010,1,2024-04-09
S02170,B010,C062,1,2025-07-12
S02171,B100,C177,5,2024-08-10
S02172,B018,C126,5,2024-11-20
S02173,B012,C047,1,2024-09-01
S02174,B048,C026,3,2025-06-30
S02175,B058,C020,2,2024-07-11
S02176,B086,C125,2,2025-06-27
S02177,B011,C131,3,2025-02-04
S02178,B078,C118,1,2025-10-14
S02179,B097,C069,1,2025-10-30
S02180,B066,C046,3,2024-02-13
S02181,B071,C124,1,2024-08-20
S02182,B046,C051,5,2024-10-16
S02183,B018,C021,4,2024-12-06
S02184,B044,C043,5,2024-05-20
S02185,B088,C130,3,2024-07-13
S02186,B040,C014,1,2024-08-21
S02187,B049,C071,4,2025-01-01
S02188,B039,C164,3,2024-05-01
S02189,B060,C034,3,2025-09-21
S02190,B069,C080,1,2025-12-28
S02191,B071,C127,3,2024-12-22
S02192,B043,C075,5,2025-09-10
S02193,B074,C051,1,2025-02-23
S02194,B053,C046,4,2025-05-12
S02195,B024,C029,3,2025-06-12
S02196,B083,C131,2,2025-02-09
S02197,B099,C066,4,2025-10-25
S02198,B039,C097,1,2025-12-01
S02199,B094,C056,3,2024-11-05
S02200,B061,C196,1,2025-09-29
S02201,B046,C149,3,2025-07-03
S02202,B036,C001,5,2024-03-27
S02203,B059,C025,4,2024-09-19
